labels,justification,text
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Apelo_à_Autoridade,Exagero-Minimização,Encerrador_de_Debate","O texto usa várias técnicas de propaganda, incluindo Apelo ao Medo e Preconceito ao afirmar que todas as pessoas vacinadas morrerão e que devem se preparar para cremar corpos, gerando ansiedade. A Linguagem Carregada é evidente nas descrições alarmistas e emotivas sobre as vacinas e suas consequências. O Apelo à Autoridade é usado ao mencionar o Prêmio Nobel Luc Montagnier, como se sua palavra sozinha validasse as afirmações extremas feitas. Além disso, há um Exagero-Minimização nas afirmações sobre os efeitos da vacina e suas consequências, sugerindo cenários catastróficos sem evidências. Por fim, o texto termina com um Encerrador de Debate ao afirmar que toda a situação é uma 'matrix diabolica', desqualificando argumentos contrários.","todas as pessoas vacinadas morrerao em 2 anos. o premio nobel luc montagnier confirmou que nao ha chance de sobrevivencia para as pessoas que receberam qualquer forma da vacina. na entrevista chocante, o maior virologista do mundo afirmou sem rodeios: nao ha esperanca e nenhum tratamento possivel para aqueles que ja foram vacinados. devemos estar preparados para cremar os corpos. o genio cientifico apoiou as afirmacoes de outros virologistas eminentes apos estudar os ingredientes da vacina. todos eles morrerao devido ao aumento dependente de anticorpos. isso e tudo o que pode ser dito. as pessoas que receberam a picada da vibora estao magnetizadas sabe o que isso significa? que na picada , existe magneto. seus cerebros e corpos serao controlados, quando da activacao plena da 5g ! estamos vendo o cumprimento da profecia do profeta daniel (daniel 2). faca um balanco da sua vida. arrependa-se dos seus pecados e volte-se agora para o nosso criador e seu filho jesus cristo (yahushua hamaschiach), o unico que pode nos tirar desta matrix diabolica !! e assim seraps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Exagero-Minimização,Dúvida,Culpa_por_Associação","O texto utiliza o Apelo ao Medo ao sugerir que a vacinação é uma forma de controle e escravização da humanidade, instilando um senso de medo e desconfiança em relação às vacinas. A Linguagem Carregada está presente nas palavras que evocam emoções fortes e negativas, como 'venenosas' e 'psicopatas do poder global'. O Exagero-Minimização é evidente na afirmação de que as vacinas 'destroem completamente' os anticorpos naturais, o que simplifica e distorce a realidade científica. A Dúvida é aplicada questionando a autenticidade e segurança das vacinas sem fornecer provas claras. A Culpa por Associação ocorre ao vincular a vacinação a um suposto grupo malévolo que planeja controlar a humanidade, associando vacinados a uma agenda negativa.","cruz vermelha japonesa rejeita doacao de sangue de pessoas foram injetadas com vacinas contra coronavirus  cruz vermelha americana: vacinasoa nao podem doar sangue, porque a vacina destroi completamente seus anticorpos naturais, doacao de sangue agora somente de pessoas que se recuperaram de forma natural do virus. um dos grandes objetivos dos psicopatas do poder global era vacinar geral para controlar, deformar e escravizar de vez a humanidade. tudo na agenda, tudo bem obvio. e o obvio para quem esta com a mente preparada. grande parte da humanidade nao esta preparada para notar o obvio. prepare-se, informe-se e diga nao pra essas vacinas mal testadas venenosas! mortes aumentan apos vacinacao. infograficos mostram mortes aumentando em todos os paises apos o inicio da vacinacao. ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Culpa_por_Associação,Linguagem_Carregada,Dúvida,Espantalho","O texto utiliza o Apelo ao Medo ao insinuar que há uma conspiração para lucrar com a pandemia, criando pânico e desespero sobre a velocidade com que as curas são apresentadas. A Culpa por Associação é evidente quando associa políticos e instituições (OMS) a um desastre, implicando que suas ações são motivadas por interesses pessoais ou políticos. A Linguagem Carregada é utilizada ao enfatizar palavras e frases que promovem emoções fortes, como 'panico', 'desespero' e 'desastre'. Dúvida é introduzida ao questionar a credibilidade de instituições de saúde na afirmação de que as curas não podem ser rápidas. Por fim, o Espantalho é usado ao deturpar a posição daqueles que criticam o uso de medicamentos, insinuando que estão agindo apenas por interesses políticos.","saiu a comprovacao cientifica da ivermectina e a fda aprova o uso de hidroxicloroquina em todos os pacientes com o covid-19 para os que querem continuar lucrando, e enfatizo o politicamente, com o panico e o desespero, o pensamento que predomina e: a cura nao pode chegar tao rapidamente assim!saiu o randomizado da ivermectina, agora com comprovacao cientifica! desde o inicio desta pandemia o coronavirus foi usado politicamente, muito se falou em ciencia e pouca ciencia foi verdadeiramente ouvida e utilizada. para muitos politicos, imprensa , instituicoes como a oms, a noticia acima e um desastre. pronto esta ai a eficacia e a comprovacao cientifica, segue link: https://ivmmeta.com/ []sobre a hidroxicloroquina que tambem foi rechacada politicamente, por nao ter comprovacao cientifica para tratamento da covid, a fda, a agencia americana de regulamentacao de remedios, aprovou o uso de hidroxicloroquina em todos os pacientes com o covid-19. a jornalista elisa robson escreveu: o fda, a agencia americana de regulamentacao de remedios, aprovou o uso de hidroxicloroquina em todos os pacientes com o covid-19. o ceo da novartis anunciou que ja tem em maos os resultados de pesquisas que comprovam que a hidroxicloroquina mata o virus. tanto que a empresa vai doar 130 milhoes de doses. o custo medio do medicamento no mundo e de us$ 4,65 por mes. []o fato e que, desde o comeco, o coronavirus foi usado politicamente. portanto, para muitos agentes politicos (tanto os que militam em partidos, quanto os que estao no comando de instituicoes como oms ou nas redacoes dos jornais) as noticias acima sao, na verdade, um desastre. pois por tras disso, para os que querem continuar lucrando, e enfatizo o politicamente, com o panico e o desespero, o pensamento que predomina e: a cura nao pode chegar tao rapidamente assim! https://www.novartis.com/news/media-releases/novartis-commits-donate-130-million-doses-hydroxychloroquine-support-global-covid-19-pandemic-responseps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Exagero-Minimização","O texto menciona um acidente trágico envolvendo o MC Kevin, utilizando uma linguagem que pode provocar medo ou preocupação com a segurança geral, caracterizando um Apelo ao Medo. Além disso, o uso de termos como 'cai' e 'pendurado' pode ser visto como uma minimização do impacto da tragédia, o que se alinha com a técnica de Exagero-Minimização.","o video mc kevin caindo da sacada video do mc kevin caindo do predio. mc kevin pulando do predio veja suposto video no momento exato em o cantor mc kevin cai do 11 andar de predio na barra da tijuca. ele ainda fica pendurado em uma cortina de pano e o tecido nao aguenta seu pego e ele cai. foi tudo filmadops2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Repetição","O texto utiliza o Apelo ao Medo ao sugerir que vacinas não oferecem a imunidade desejada, instigando ansiedade sobre a eficácia das vacinas. A Linguagem Carregada é utilizada ao descrever as internações em UTI e surtos de casos, criando uma conotação negativa relacionada à vacinação. A Repetição é presente quando enfatiza a necessidade de continuar se cuidando após a vacinação, reforçando a mensagem de insegurança em relação à imunidade.","a uti do hospital sirio libanes esta com inumeros casos de pessoas vacinadas com as 2 doses e apresentando quadro clinico grave internadas em utis, ou seja, essas vacinas nao oferecem a imunidade desejada! continuem se cuidando como se nao tivessem tomado as duas doses das vacinas sejam elas quais forem! mascara e distanciamento devem continuar sendo adotados ate que se descubra uma vacina realmente eficaz! ps2: confira a nossa nova secao oportunidades clicando aqui. na pagina, voce pode acesso a promocoes, descontos e sites que dao brindes."
"Linguagem_Carregada,Xingamento-Rotulação,Apelo_ao_Medo-Preconceito,Repetição,Exagero-Minimização","O texto utiliza 'linguagem carregada' com termos emocionais como 'fome' e 'esquerdalha maldita', e 'xingamento-rotulação' ao atribuir rótulos negativos a grupos políticos. Também explora o 'apelo ao medo' ao afirmar que 'nenhum negócio está seguro', sugere uma comparação exagerada entre a miséria da Argentina e a Venezuela, configurando uma 'exagero-minimização' da situação, e repete a ideia de que o socialismo é a causa disso.","vejam o que faz a fome. avicultores e suinocultores sao atacados na argentina, pela populacao faminta. nenhum negocio esta seguro ali. deixaram a esquerdalha maldita voltar ao poder e a argentina ja e o setimo pais do mundo em miseria. o primeiro lugar esta com a venezuela. mas, a argentina esta na briga pelo primeiro lugar. a disputa sera acirrada, porque ambos abracaram o socialismo maldito."
"Apelo_à_Popularidade,Repetição","O texto solicita que as pessoas façam o cadastro para vacinação, utilizando um tom de urgência que apela ao senso comum e à responsabilidade coletiva, como no uso da expressão 'facam o cadastro'. A repetição da palavra 'facam' reforça a urgência e a importância da ação.","acelerou, gente. facam o cadastro de voces para a vacinacao, para o estado de sao paulo previsao de vacinacao covid 19: 69 a 71 anos  27/03 68 a 66 anos  04/04 65 a 63 anos  12/04 62 a 60 anos  20/04 59 a 57anos  28/04 56 a 54 anos  06/05 53 a 51 anos  14/05 50 a 48 anos  22/05 47 a 45 anos  30/05 44 a 42 anos  07/06 41 a 39 anos  15/06 38 a 36 anos  23/06 35 a 33 anos  01/07 32 a 30 anos  08/07 29 a 27 anos  16/07 26 a 24 anos  24/07 23 a 21 anos  01/08 20 a 18 anos  08/08 vacinaja.sp.gov.br *facam o cadastro*"
"Apelo_ao_Medo-Preconceito,Culpa_por_Associação,Linguagem_Carregada,Exagero-Minimização,Slogans","O texto utiliza o 'Apelo ao Medo-Preconceito' ao sugerir que a administração petista leva a população à fome, comparando o Brasil a uma Venezuela, o que instila um temor em relação ao futuro. 'Culpa por Associação' é usado ao vincular a fome na cidade à gestão petista, implicando que sua política é a causa direta do sofrimento. 'Linguagem Carregada' está presente nas expressões emocionalmente carregadas, como 'passando fome' e 'lutar pelo seu país', que visam gerar uma resposta emocional intensa. 'Exagero-Minimização' é evidente na comparação grosseira entre a situação no Brasil e a de um país em crise, como a Venezuela, o que exagera a gravidade da situação. 'Slogans' é identificado no uso do termo #euautorizopresidente, que serve como um apelo emocional e de ação.","populacao de araraquara/sao paulo, passando fome, gracas a administracao petista, enfrentando fila para receber ajuda de alimentos doados pelo governo bolsonaro  brasil virando uma venezuela. 01.05.2021 va as ruas lutar pelo seu pais, pela sua liberdade e pelo seu sustento, exigindo o restabelecimento do 5. artigo da constituicao do brasil. #euautorizopresidente"
"Dúvida,Apelo_ao_Medo-Preconceito,Repetição,Ofuscação-Vagueza-Confusão","O texto levanta dúvidas sobre a autenticidade da situação da morte de Bruno Covas, sugerindo que ele pode já estar morto sem fornecer evidências claras. Além disso, existindo um apelo ao medo e preconceito ao criar uma conexão negativa com a possibilidade de manipulação ou encobrimento, o uso de exemplos históricos e comparações potencialmente confusas introduz ofuscação e vagueza no argumento."," bruno covas prefeito de sao paulo pode estar morto bruno covas ja estaria morto e o anuncio do falecimento. sera feito no proximo dia 1 de maio dia do trabalho. fato similar aconteceu na morte de tancredo neves. quando foi anunciado o falecimento dia 21 de abril de 1985, coincidindo com a morte de tiradentes e o transformando em martir, porem ele havia morrido no dia 14 de abril do mesmo ano. diversos jornais da epoca deram essa noticia."
"Linguagem_Carregada,Xingamento-Rotulação,Repetição,Apelo_ao_Medo-Preconceito,Culpa_por_Associação","O texto utiliza Linguagem Carregada ao descrever Lula e sua prisão de forma emocional. Xingamento-Rotulação é evidente ao se referir ao destino de Lula como 'prisão' e associá-lo à imagem negativa dos presídios. A Repetição aparece na forma do uso constante da relação entre Lula e a prisão. O Apelo ao Medo-Preconceito se manifesta na ideia de que a prisão é o 'destino natural' de Lula, insinuando iminência de punições. A Culpa por Associação é notada ao vincular Lula diretamente a instituições como a prisão, reforçando uma imagem negativa.","balao com foto de lula, para comemorar o stf, cai num presidio. nao adianta, a prisao e o destino natural de lula. nem de balao escapa coincidencia: balao gigante com foto de lula cai dentro de presidio. uma cena inusitada roda nas redes sociais, aparentemente um balao feito com a caricatura do ex-presidente lula para comemorar a vitoria do petista no stf caiu em um presidio, no lugar que traz traumas ao ex-presidente que passou 580 dias preso e foi solto por erro tecnico no processo que voltou a estaca zero."
